"Column1","Column2","Column3","Column4","Column5","Column6","Column7","Column8","Column9","Column10","Column11","Column12","Column13","Column14","Column15","Column16","Column17","Column18","Column19","Column20","Column21","Column22","Column23","Column24","Column25","Column26","Column27","Column28","Column29","Column30","Column31","Column32","Column33","Column34","Column35","Column36","Column37","Column38","Column39","Column40","Column41","Column42","Column43","Column44","Column45","Column46","Column47","Column48","Column49","Column50","Column51","Column52","MEASURE - Metric tons in millions"
    South-eastern Asia,Dry cargo loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,721.5046,779.25653,837.5503,840.50793,812.2678,858.5627,998.58466,1037.7108,1002.59076,950.0977,944.3658,1041.0459,1059.7805,1097.9498,1087.0558
    South-eastern Asia,Total goods loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,877.80457,933.83154,971.4609,982.9133,960.304,1046.0719,1143.9359,1212.0688,1181.7026,1133.1587,1123.64,1219.7484,1234.6168,1291.3578,1284.3538
    South-eastern Asia,Crude oil discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,114.379166,131.286,114.56375,115.15495,122.60555,128.792,111.70886,123.74946,118.434,124.634,142.74,136.414,146.5401,136.29,132.99
    South-eastern Asia,Other tanker trade discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,94.4415,102.62269,107.97455,90.69765,107.1421,119.7849,102.00237,103.811874,127.43288,165.72902,160.85602,151.074,163.067,170.3,161.3
    South-eastern Asia,Dry cargo discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,327.09836,333.2819,348.762,332.3195,335.03506,358.9934,373.00543,414.9382,460.92404,496.16403,606.22003,620.12994,637.509,640.299,643.299
    South-eastern Asia,Total goods discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,535.919,567.19055,571.3003,538.17206,564.7827,607.5703,586.7167,642.4996,706.7909,786.52704,909.81604,907.618,947.1161,946.889,937.589
    Southern Asia,Crude oil loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,124.18576,122.63015,127.488,102.9,120.65,110.5,63.0,55.0,48.215,50.215,93.1,106.437,88.587,56.359,40.359
    Southern Asia,Other tanker trade loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.097,46.954147,48.033775,47.35539,46.172806,49.673805,63.75669,82.23069,78.60169,87.10169,84.4,79.127,87.23,91.696,84.996
    Southern Asia,Dry cargo loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,189.62323,197.16843,200.24576,204.49075,262.98932,258.3378,246.02245,231.99844,244.03044,231.11044,206.24986,180.48586,184.82787,216.82086,217.82086
    Southern Asia,Total goods loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,358.906,366.75272,375.76752,354.74615,429.8121,418.5116,372.77914,369.22913,370.84714,368.42712,383.74985,366.04987,360.64487,364.87585,343.17587
    Southern Asia,Crude oil discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,118.516,125.25,105.5154,152.74402,153.97437,153.65636,169.54736,194.99536,198.80736,202.10736,243.00735,231.05437,245.4,234.2,229.2
    Southern Asia,Other tanker trade discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.1052,27.5415,32.57451,34.97259,34.091934,30.232435,36.141754,30.623755,30.923756,36.4745,83.9745,67.3925,66.6955,80.25,74.85
    Southern Asia,Dry cargo discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,238.8758,264.13272,370.01962,385.4034,391.0282,408.63828,378.8642,366.8682,387.30768,401.04767,361.3415,440.68948,466.1835,474.0683,460.0683
    Southern Asia,Total goods discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,383.497,416.92422,508.10953,573.12,579.0945,592.52704,584.55334,592.4873,617.0388,639.6295,688.32336,739.13635,778.279,788.5183,764.1183
    Western Asia,Crude oil loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,733.1735,757.8985,716.41504,719.2197,744.1677,737.4986,784.84,802.31,797.71,838.71,841.364,821.16956,823.017,772.2,758.524
    Western Asia,Other tanker trade loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,161.07774,158.29422,163.89035,138.6415,157.30714,148.18872,159.39308,137.82414,168.89491,200.1139,236.65591,212.272,213.313,219.675,197.278
    Western Asia,Dry cargo loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,180.54376,212.03822,213.138,200.85797,209.88895,253.19795,266.7106,277.25647,328.52716,333.24246,395.2612,479.09613,496.6822,500.6222,468.6822
    Western Asia,Total goods loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1074.795,1128.231,1093.4434,1058.7191,1111.3638,1138.8853,1210.9437,1217.3906,1295.1321,1372.0664,1473.2811,1512.5376,1533.0122,1492.4972,1424.4843
    Western Asia,Crude oil discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.125,44.489258,42.028336,33.11523,34.07687,32.94237,33.310665,31.405663,30.330664,33.280663,49.480663,54.026,51.294,48.07,35.9481
    Western Asia,Other tanker trade discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,54.7361,55.722095,59.237442,57.56303,58.273975,59.77724,68.431755,69.3729,73.714905,84.089905,76.7759,94.553,94.7657,78.445,73.092
    Western Asia,Dry cargo discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,352.63004,375.09564,375.29822,329.7546,343.3124,378.26776,398.3372,416.9873,428.48035,456.16068,472.45538,475.69275,493.52048,502.74048,487.93848
    Western Asia,Total goods discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,444.49115,475.307,476.564,420.43286,435.66327,470.98737,500.07962,517.76587,532.52594,573.53125,598.712,624.2718,639.5802,629.2555,596.9786
  Europe,Crude oil loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,219.88545,217.11357,224.00652,218.01811,231.54868,210.39574,214.464,211.22958,218.708,229.3942,253.0353,276.02948,273.83328,246.94026,220.98227
  Europe,Other tanker trade loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,275.20734,291.13565,295.12863,277.69678,305.91168,311.70908,327.46954,317.5081,307.96286,311.04553,300.6089,313.7809,303.5039,274.0389,252.0389
  Europe,Dry cargo loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1002.06384,1004.9777,993.5839,957.2738,1025.6288,1051.3265,1120.7522,1141.5021,1146.1888,1167.2352,1136.2908,1157.757,1174.7852,1078.7075,1057.7075
  Europe,Total goods loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1497.1566,1513.2269,1512.7191,1452.9888,1563.0891,1573.4313,1662.6857,1670.2397,1672.8597,1707.6749,1689.935,1747.5674,1752.1223,1599.6866,1530.7286
  Europe,Crude oil discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,541.161,499.48685,494.15164,471.39435,481.51218,462.1025,471.8163,435.65244,434.82,487.738,475.2483,500.7013,483.286,468.10132,382.4468
  Europe,Other tanker trade discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,284.62378,264.95703,276.0069,285.5954,284.3414,340.1201,327.26978,335.3945,310.25803,319.98798,298.6638,315.0568,299.30212,257.37097,197.28098
  Europe,Dry cargo discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1305.159,1217.5498,1288.5371,1016.45026,1106.4031,1155.9987,1175.7224,1159.615,1209.077,1213.3619,1299.5531,1286.8269,1319.8624,1228.4519,1047.6519
  Europe,Total goods discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2130.9438,1981.9937,2058.6958,1773.44,1872.2566,1958.2212,1974.8085,1930.6619,1954.155,2021.088,2073.465,2102.585,2102.4504,1953.9241,1627.3796
  Oceania,Crude oil loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.058274,14.550664,17.823986,14.046372,17.86477,16.646116,16.861645,15.762058,13.582058,15.074058,15.234058,11.98,14.285,12.89,13.095
  Oceania,Other tanker trade loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.434689,4.185701,4.053688,4.984578,4.71668,10.85687,21.080929,35.43316,41.97178,46.664337,49.0653,57.45907,60.517,60.926,57.757
  Oceania,Dry cargo loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,637.17,660.724,723.2784,728.31396,898.767,923.40466,970.1578,988.4921,1183.5817,1202.3704,1298.3654,1441.334,1494.0134,1495.4702,1430.5208
  Oceania,Total goods loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,652.66296,679.4604,745.15607,747.3449,921.34845,950.90765,1008.1004,1039.6874,1239.1355,1264.1088,1362.6648,1510.773,1568.8154,1569.2863,1501.3727
  Oceania,Crude oil discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.765657,27.539612,27.81406,21.9987,25.350452,28.044111,32.3811,27.1128,28.077305,28.300985,25.262884,27.5255,29.62,23.419,17.576
  Oceania,Other tanker trade discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.267618,22.08491,24.144403,18.847424,23.841522,22.476206,24.008205,28.843204,22.911304,24.47433,20.798204,21.657206,26.53793,23.282875,17.609083
  Oceania,Dry cargo discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58.112602,59.54587,64.786224,68.97596,69.155334,77.409386,82.1888,91.6093,104.63342,108.25279,113.2439,96.2374,102.62731,99.614655,93.23549
  Oceania,Total goods discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,103.14588,109.170395,116.74469,109.82208,118.347305,127.9297,138.5781,147.5653,155.62204,161.0281,159.305,145.4201,158.78523,146.31653,128.42058
Asia and Oceania,Crude oil loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,936.3016,956.93787,922.9932,888.5251,953.00867,924.4959,922.69586,925.2132,913.00806,963.14905,1014.3591,1009.0465,985.75543,892.998,864.917
Asia and Oceania,Other tanker trade loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,373.42242,378.7256,366.69717,372.7575,380.1093,415.9121,433.69772,484.4559,523.08026,577.59186,655.7794,665.8517,683.6619,725.156,681.89
Asia and Oceania,Dry cargo loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2597.236,2755.2856,2861.016,2717.8481,2973.2227,3119.9739,3340.4856,3513.712,3845.634,3820.0251,3951.6821,4253.3516,4413.241,4472.0376,4349.354
Asia and Oceania,Total goods loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3906.96,4090.9492,4150.7065,3979.1309,4306.341,4460.382,4696.879,4923.381,5281.722,5360.766,5621.821,5928.25,6082.658,6090.1914,5896.161
Asia and Oceania,Crude oil discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,792.7498,861.4889,848.11237,849.0677,883.06805,913.00085,949.047,983.8273,999.6853,1027.769,1122.3539,1178.6829,1223.2041,1225.314,1213.9491
Asia and Oceania,Other tanker trade discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,356.1644,372.02618,404.4958,391.79004,435.23688,465.12177,481.8551,504.10275,503.83383,580.6188,631.8776,663.5197,699.30914,698.0209,693.47107
Asia and Oceania,Dry cargo discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2735.9258,2928.7231,3139.2983,3185.4,3430.6714,3639.9414,3902.0833,4212.4736,4409.1846,4451.5547,4589.8438,4839.724,4975.948,5137.7847,5186.8037
Asia and Oceania,Total goods discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3884.84,4162.2383,4391.9062,4426.258,4748.9766,5018.064,5332.9854,5700.404,5912.704,6059.9424,6344.075,6681.927,6898.4614,7061.1196,7094.2236
Northern America and Europe,Crude oil loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,242.04045,241.96416,248.11215,241.89793,257.03497,234.6508,245.19133,244.95691,261.76324,280.44943,314.09055,349.00677,397.2406,442.4976,414.4596
Northern America and Europe,Other tanker trade loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,361.57617,382.43747,414.13486,401.45184,432.85934,466.06265,464.91455,453.92676,447.6452,458.06418,442.62756,470.79956,477.0039,404.5389,361.3389
Northern America and Europe,Dry cargo loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1438.9093,1521.6831,1542.9945,1455.7719,1548.7244,1615.3241,1747.56,1791.6501,1786.2361,1847.2825,1819.7383,1863.757,1913.8252,1912.6605,1871.6605
Northern America and Europe,Total goods loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2042.5259,2146.0847,2205.2415,2099.1216,2238.6187,2316.0376,2457.666,2490.5337,2495.6445,2585.7961,2576.4563,2683.5632,2788.0696,2759.697,2647.459
Northern America and Europe,Crude oil discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1042.1229,1012.99805,975.4403,916.5783,944.9966,875.1419,873.5913,791.95245,748.1589,777.07684,772.49915,766.7513,739.486,717.0813,579.4268
Northern America and Europe,Other tanker trade discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,440.29404,421.017,414.877,417.59244,419.54922,454.00394,439.3618,437.6945,412.91913,420.64908,393.46487,389.4129,390.05212,365.37097,290.58096
Northern America and Europe,Dry cargo discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1797.275,1670.6835,1702.8644,1322.8759,1441.3904,1524.5532,1554.2184,1590.9569,1629.2771,1642.562,1747.1075,1764.7308,1848.8624,1756.4558,1566.6559
Northern America and Europe,Total goods discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3279.692,3104.6985,3093.1816,2657.0466,2805.9363,2853.699,2867.1714,2820.604,2790.355,2840.288,2913.0715,2920.895,2978.4006,2838.9082,2436.6636
Eastern and South-Eastern Asia,Crude oil loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67.884,61.8586,61.2662,52.359,70.3262,59.8512,57.994217,52.14113,53.501,59.15,64.661,69.46,59.86641,51.549,52.939
Eastern and South-Eastern Asia,Other tanker trade loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,162.813,169.29152,150.71936,181.77606,171.9127,207.1927,189.46703,228.96791,233.61191,243.71191,285.6582,316.9936,322.60193,352.859,341.859
Eastern and South-Eastern Asia,Dry cargo loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1589.899,1685.355,1724.3539,1584.1855,1601.5774,1685.0336,1857.5946,2015.9648,2089.4946,2053.3018,2051.806,2152.4358,2237.7175,2259.1243,2232.3303
Eastern and South-Eastern Asia,Total goods loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1820.5961,1916.5051,1936.3395,1818.3206,1843.8163,1952.0774,2105.056,2297.074,2376.6077,2356.1636,2402.125,2538.8894,2620.1858,2663.5322,2627.1284
Eastern and South-Eastern Asia,Crude oil discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,610.34314,664.21,672.7546,641.2098,669.6664,698.358,713.80786,730.3135,742.47,764.08,804.603,866.077,896.8901,919.625,931.225
Eastern and South-Eastern Asia,Other tanker trade discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,257.05548,266.6777,288.53946,280.40698,319.02945,352.6359,353.27338,375.26288,376.28387,435.58002,450.329,479.917,511.31,516.043,527.92
Eastern and South-Eastern Asia,Dry cargo discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2086.3074,2229.949,2329.194,2401.266,2627.1755,2775.626,3042.693,3337.0088,3488.7634,3486.0933,3642.803,3827.1042,3913.617,4061.3613,4145.5615
Eastern and South-Eastern Asia,Total goods discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2953.706,3160.8367,3290.4883,3322.8828,3615.8713,3826.62,4109.7744,4442.5854,4607.517,4685.7534,4897.735,5173.098,5321.817,5497.0293,5604.7065
Western Asia and Northern Africa,Crude oil loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,862.4094,887.58374,849.33624,839.2646,866.7519,831.2077,912.79816,898.5318,865.59204,902.16205,899.00903,904.76953,911.453,864.443,812.967
Western Asia and Northern Africa,Other tanker trade loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,225.55977,220.8893,225.7472,204.0824,222.31717,189.81612,198.62175,190.92015,212.83151,232.07652,266.37415,242.5926,241.97041,262.7026,235.02731
Western Asia and Northern Africa,Dry cargo loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,265.76962,294.5508,292.67276,273.01797,288.3948,339.31787,357.74814,378.23425,424.11557,415.3559,478.34656,567.2248,602.10284,616.41833,582.47833
Western Asia and Northern Africa,Total goods loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1353.7388,1403.0238,1367.7561,1316.365,1377.4639,1360.3417,1469.168,1467.6862,1502.5391,1549.5944,1643.7297,1714.5869,1755.5262,1743.564,1630.4727
Western Asia and Northern Africa,Crude oil discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.0978,52.017506,53.332333,45.358532,45.34127,41.092373,42.276665,41.17166,37.730663,40.980663,58.978664,65.611,65.272,57.425,42.2031
