"Column1","Column2","Column3","Column4","Column5","Column6","Column7","Column8","Column9","Column10","Column11","Column12","Column13","Column14","Column15","Column16","Column17","Column18","Column19","Column20","Column21","Column22","Column23","Column24","Column25","Column26","Column27","Column28","Column29","Column30","Column31","Column32","Column33","Column34","Column35","Column36","Column37","Column38","Column39","Column40","Column41","Column42","Column43","Column44","Column45","Column46","Column47","Column48","Column49","Column50","Column51","Column52","MEASURE - Metric tons in millions"
Western Asia and Northern Africa,Other tanker trade discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68.56337,70.7049,76.38005,72.592285,73.41499,75.654236,83.384636,91.46278,105.09679,113.2649,105.36253,127.161,130.7937,121.373,112.02
Western Asia and Northern Africa,Dry cargo discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,495.85828,531.6545,530.4242,492.78122,521.40027,513.47125,541.8901,566.7173,596.7432,644.23047,658.3298,654.5085,677.2666,693.3566,664.6546
Western Asia and Northern Africa,Total goods discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,607.5195,654.3769,660.1366,610.73206,640.1565,630.2179,667.5514,699.35175,739.5707,798.476,822.67096,847.28046,873.33234,872.1546,818.8777
Developing regions (M49),Crude oil loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1531.5214,1558.3759,1520.0214,1455.2948,1510.8773,1500.985,1524.6935,1478.2872,1437.8081,1466.7711,1504.4788,1515.185,1471.2344,1406.6752,1290.1
Developing regions (M49),Other tanker trade loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,539.1173,532.8608,518.24866,505.64966,506.06372,534.6318,554.7452,588.01636,621.3651,667.69666,742.82825,746.3796,774.7561,825.54584,772.03094
Developing regions (M49),Dry cargo loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2779.0122,2949.6687,3061.9575,2857.8508,3055.0464,3278.8108,3478.8972,3675.0005,3847.9788,3852.6152,3886.2466,4073.2358,4222.332,4335.0674,4268.79
Developing regions (M49),Total goods loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4849.651,5040.9053,5100.2275,4818.7954,5071.9873,5314.4272,5558.336,5741.3037,5907.152,5987.083,6133.5537,6334.8003,6468.3228,6567.2886,6330.921
Developing regions (M49),Crude oil discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,658.2649,742.91876,685.4024,745.7776,777.4486,807.21063,833.5811,873.9392,885.50226,915.38574,997.90875,1054.1791,1116.6533,1120.7305,1131.1575
Developing regions (M49),Other tanker trade discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,354.91534,374.81976,405.89777,389.0134,421.8287,454.40213,496.14844,524.2989,565.26874,640.94855,734.9581,788.6294,839.05524,857.2028,851.729
Developing regions (M49),Dry cargo discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2657.1907,2882.2192,3111.0332,3243.4023,3471.2854,3694.3232,3990.0554,4294.7993,4482.1807,4579.2573,4675.4824,4954.2803,5120.742,5298.889,5403.003
Developing regions (M49),Total goods discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3670.3708,3999.9578,4202.3335,4378.1934,4670.5625,4955.936,5319.785,5693.037,5932.9517,6135.5913,6408.349,6797.089,7076.4507,7276.8223,7385.889
Developed regions (M49),Crude oil loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,251.89357,255.30966,264.8276,254.84407,273.71463,249.9958,260.73184,259.3869,273.89322,293.97943,327.78052,359.38678,409.81558,453.5876,425.8596
Developed regions (M49),Other tanker trade loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,375.79257,400.79898,438.90887,425.49158,461.6527,493.84265,499.96323,502.56607,500.13452,510.35352,495.27853,532.63556,544.9939,477.1039,430.2709
Developed regions (M49),Dry cargo loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2224.77,2339.2166,2423.5652,2318.9785,2593.5688,2680.2874,2878.3499,2949.669,3135.2637,3221.7102,3290.0012,3487.067,3596.0178,3572.5532,3461.2273
Developed regions (M49),Total goods loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2852.456,2995.3252,3127.3018,2999.3142,3328.9363,3424.1257,3639.045,3711.622,3909.2915,4026.043,4113.0605,4379.0894,4550.827,4503.2446,4317.358
Developed regions (M49),Crude oil discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1281.6251,1253.2742,1257.3871,1128.8195,1161.9365,1089.8048,1096.4257,1007.82556,964.65393,994.57196,987.5632,979.2753,932.15,902.0263,732.4599
Developed regions (M49),Other tanker trade discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,542.2595,526.7998,526.8772,533.6852,548.89655,584.9049,559.69476,566.3655,522.2901,534.5201,499.80786,499.2559,499.49515,463.28397,370.248
Developed regions (M49),Dry cargo discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2408.429,2283.2708,2308.3481,1800.7137,1982.7609,2071.7114,2139.3955,2216.023,2300.0579,2300.043,2407.4346,2411.3792,2508.6511,2412.9448,2142.466
Developed regions (M49),Total goods discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4232.3135,4063.3447,4092.6123,3463.2185,3693.594,3746.4211,3795.5159,3790.2139,3787.002,3829.135,3894.8057,3889.9104,3940.2961,3778.2551,3245.174
Developing economies: Asia and Oceania,Crude oil loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,926.4484,943.5924,906.2777,875.579,936.32904,909.15094,907.15533,910.7832,900.87805,949.6191,1000.66907,998.6665,973.1804,881.908,853.517
Developing economies: Asia and Oceania,Other tanker trade loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,359.20602,360.36404,341.92316,348.7178,351.31598,388.1321,398.64905,435.8166,470.59097,525.30255,603.1284,604.0157,615.67194,652.591,612.958
Developing economies: Asia and Oceania,Dry cargo loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1811.3755,1937.7521,1980.4453,1854.6415,1928.378,2055.0107,2209.6958,2355.6929,2496.6064,2445.5974,2481.4192,2630.0417,2731.0483,2812.145,2759.7874
Developing economies: Asia and Oceania,Total goods loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3097.03,3241.7085,3228.6462,3078.9382,3216.023,3352.2937,3515.5002,3702.2927,3868.0754,3920.519,4085.2168,4232.724,4319.901,4346.644,4226.262
Developing economies: Asia and Oceania,Crude oil discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,553.2477,621.21277,566.16547,636.8266,666.1281,698.33795,726.2126,767.95416,783.19025,810.2739,907.2899,966.1589,1030.54,1040.369,1060.916
Developing economies: Asia and Oceania,Other tanker trade discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,254.1989,266.24338,292.4956,275.69727,305.88956,334.22076,361.5221,375.43173,394.46283,466.74777,525.5346,553.6767,589.86615,600.10785,613.8041
Developing economies: Asia and Oceania,Dry cargo discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2124.772,2316.136,2533.8147,2707.562,2889.3008,3092.7834,3316.9062,3587.4077,3738.4038,3794.0735,3929.5166,4193.0757,4316.1597,4481.296,4610.993
Developing economies: Asia and Oceania,Total goods discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2932.2185,3203.592,3392.4756,3620.086,3861.3186,4125.3423,4404.641,4730.794,4916.057,5071.095,5362.3413,5712.911,5936.566,6121.7725,6285.7134
Developing economies: Asia,Crude oil loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,925.2433,942.3872,905.1692,874.4787,935.1439,907.8498,905.8342,909.4512,899.426,948.075,999.125,997.0665,971.4704,880.108,851.822
Developing economies: Asia,Other tanker trade loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,358.97095,360.12897,341.6927,348.49893,350.92065,387.63623,398.1068,435.17175,466.5075,517.5265,594.96313,595.7566,607.9099,644.63,605.833
Developing economies: Asia,Dry cargo loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1806.9374,1933.3141,1975.6886,1849.7643,1923.2496,2049.7864,2204.3628,2350.2559,2491.6384,2440.6406,2476.669,2625.4849,2725.9946,2806.6343,2754.5403
Developing economies: Asia,Total goods loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3091.1516,3235.8303,3222.5505,3072.742,3209.3142,3345.2722,3508.3037,3694.8787,3857.5718,3906.2422,4070.757,4218.308,4305.375,4331.3726,4212.1953
Developing economies: Asia,Crude oil discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,552.7272,620.69226,565.64825,636.3216,665.6096,697.82623,725.72986,767.3645,782.536,809.596,906.60205,965.56836,1029.6951,1039.625,1060.225
Developing economies: Asia,Other tanker trade discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,249.4308,261.47528,287.5494,270.67307,300.76035,329.0746,356.2559,370.08853,390.15152,462.3734,521.1364,549.5195,584.8282,595.625,609.635
Developing economies: Asia,Dry cargo discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2116.8953,2308.2593,2525.716,2699.4045,2881.0762,3084.4187,3308.5144,3578.9634,3730.3474,3785.9978,3921.035,4185.3193,4307.954,4472.7026,4602.5728
Developing economies: Asia,Total goods discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2919.0532,3190.427,3378.9138,3606.3992,3847.446,4111.3193,4390.5005,4716.4165,4903.035,5057.9673,5348.7734,5700.407,5922.477,6107.9526,6272.4326
Developing economies: Oceania,Crude oil loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.20516,1.20516,1.108516,1.100231,1.185116,1.301116,1.321116,1.332058,1.452058,1.544058,1.544058,1.6,1.71,1.8,1.695
Developing economies: Oceania,Other tanker trade loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.23507,0.23507,0.23047,0.21887,0.39532,0.49587,0.54225,0.644837,4.083457,7.776015,8.1653,8.25907,7.762,7.961,7.125
Developing economies: Oceania,Dry cargo loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.43807,4.43807,4.75667,4.87727,5.128407,5.224407,5.333007,5.437207,4.968038,4.956707,4.750386,4.556934,5.053748,5.510548,5.247
Developing economies: Oceania,Total goods loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.8783,5.8783,6.095656,6.196371,6.708843,7.021393,7.196373,7.414102,10.503553,14.27678,14.459744,14.416004,14.525748,15.271548,14.067
Developing economies: Oceania,Crude oil discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5205,0.5205,0.5172,0.505,0.5185,0.5117,0.4827,0.5897,0.654205,0.677885,0.687885,0.5905,0.845,0.744,0.691
Developing economies: Oceania,Other tanker trade discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.768105,4.768105,4.946205,5.024205,5.129205,5.146205,5.266205,5.343205,4.311305,4.37433,4.398205,4.157205,5.03793,4.482875,4.169083
Developing economies: Oceania,Dry cargo discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.876596,7.876596,8.098596,8.157596,8.224796,8.364796,8.391796,8.444396,8.056523,8.075896,8.481896,7.756396,8.20562,8.592964,8.4206
Developing economies: Oceania,Total goods discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.165201,13.165201,13.562001,13.686801,13.872501,14.022701,14.140701,14.377301,13.022033,13.128111,13.567986,12.504101,14.08855,13.819839,13.280683
Developed economies: Asia and Oceania,Crude oil loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.853114,13.345504,16.71547,12.946141,16.679653,15.345,15.540529,14.43,12.13,13.53,13.69,10.38,12.575,11.09,11.4
Developed economies: Asia and Oceania,Other tanker trade loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.216406,18.36153,24.774006,24.039707,28.79336,27.78,35.04868,48.639324,52.489323,52.28932,52.651,61.836,67.99,72.565,68.932
Developed economies: Asia and Oceania,Dry cargo loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,785.8606,817.5335,880.5707,863.20667,1044.8446,1064.9633,1130.7898,1158.0189,1349.0277,1374.4277,1470.263,1623.31,1682.1927,1659.8927,1589.5667
Developed economies: Asia and Oceania,Total goods loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,809.9301,849.24054,922.0602,900.19257,1090.3176,1108.0883,1181.379,1221.0883,1413.647,1440.247,1536.604,1695.526,1762.7577,1743.5477,1669.8987
Developed economies: Asia and Oceania,Crude oil discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,239.50215,240.27611,281.94687,212.24112,216.93996,214.66292,222.8344,215.8731,216.4951,217.4951,215.064,212.524,192.664,184.945,153.0331
Developed economies: Asia and Oceania,Other tanker trade discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,101.965515,105.78281,112.0002,116.09276,129.34732,130.901,120.333,128.671,109.371,113.871,106.343,109.843,109.443,97.913,79.667
Developed economies: Asia and Oceania,Dry cargo discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,611.15393,612.58716,605.48364,477.83795,541.37054,547.1581,585.177,625.0659,670.7809,657.4809,660.3271,646.6484,659.7887,656.4891,575.8103
Developed economies: Asia and Oceania,Total goods discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,952.6216,958.6461,999.43066,806.1718,887.65784,892.722,928.3444,969.61,996.647,988.847,981.7341,969.0154,961.8957,939.3471,808.5104
Developed economies: Asia,Crude oil loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Developed economies: Asia,Other tanker trade loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.016787,14.4109,20.950787,19.274,24.472,17.419,14.51,13.851,14.601,13.401,11.751,12.636,15.235,19.6,18.3
Developed economies: Asia,Dry cargo loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,153.12868,161.24757,162.049,139.77,151.206,146.783,165.965,174.964,170.414,177.014,176.648,186.533,193.233,169.933,164.293
Developed economies: Asia,Total goods loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,163.14546,175.65846,182.99979,159.044,175.678,164.202,180.475,188.815,185.015,190.415,188.399,199.169,208.468,189.533,182.593
Developed economies: Asia,Crude oil discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,213.257,213.257,254.65,190.74742,192.108,187.1305,190.936,189.35,189.072,189.872,190.489,185.589,163.889,162.27,136.1481
Developed economies: Asia,Other tanker trade discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,88.466,88.466,92.802,102.26954,110.635,113.571,101.591,105.171,90.771,93.771,89.943,92.343,87.943,79.113,66.227
Developed economies: Asia,Dry cargo discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,560.9179,560.9179,548.796,417.0196,480.44,478.1135,511.38,541.901,574.204,557.304,555.5651,558.1674,565.367,565.4674,490.9954
Developed economies: Asia,Total goods discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,862.64087,862.64087,896.248,710.03656,783.183,778.815,803.907,836.422,854.047,840.947,835.9971,836.0994,817.199,806.8504,693.3705
Developed economies: Oceania,Crude oil loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.853114,13.345504,16.71547,12.946141,16.679653,15.345,15.540529,14.43,12.13,13.53,13.69,10.38,12.575,11.09,11.4
Developed economies: Oceania,Other tanker trade loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.199619,3.950631,3.823218,4.765708,4.32136,10.361,20.53868,34.788322,37.888325,38.888325,40.9,49.2,52.755,52.965,50.632
Developed economies: Oceania,Dry cargo loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,632.73193,656.28595,718.5217,723.4367,893.6386,918.1803,964.82477,983.0549,1178.6136,1197.4137,1293.615,1436.777,1488.9597,1489.9597,1425.2737
Developed economies: Oceania,Total goods loaded,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,646.78467,673.5821,739.06036,741.14856,914.63965,943.8863,1000.904,1032.2732,1228.632,1249.832,1348.205,1496.357,1554.2897,1554.0146,1487.3057
Developed economies: Oceania,Crude oil discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.245157,27.019112,27.296862,21.4937,24.831951,27.532412,31.8984,26.5231,27.4231,27.6231,24.575,26.935,28.775,22.675,16.885
Developed economies: Oceania,Other tanker trade discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.499513,17.316805,19.198198,13.823218,18.712318,17.33,18.742,23.5,18.6,20.1,16.4,17.5,21.5,18.8,13.44
Developed economies: Oceania,Dry cargo discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50.236008,51.669273,56.68763,60.818367,60.93054,69.044586,73.797,83.1649,96.5769,100.1769,104.762,88.481,94.42169,91.02169,84.81489
Developed economies: Oceania,Total goods discharged,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,89.980675,96.00519,103.18269,96.135284,104.47481,113.907,124.4374,133.188,142.6,147.9,145.737,132.916,144.69669,132.49669,115.13989
